,frog,bird,dog,car,step,murmullo
8081,"[[165 0.5 -79]
 [111 0.5 -87]]","[[120 3.5 -151]
 [166 3.5 -102]
 [174 3.5 -82]
 [43 3.5 -47]]",[],[],[[223 0.5 -63]],[]
8082,"[[120 0.5 -163]
 [169 0.5 -81]]","[[112 10.5 -86]
 [98 10.5 -127]
 [212 10.5 -67]]",[[240 0.5 -244]],[],[],[[230 1.5 -233]]
8083,"[[146 0.5 -104]
 [96 0.5 -99]
 [142 0.5 -90]]","[[112 16.5 -105]
 [94 16.5 -156]]",[],[],[],[]
8084,"[[111 0.5 -105]
 [101 0.5 -131]
 [149 0.5 -165]]","[[137 13.5 -112]
 [136 13.5 -75]]",[],[],[],[[4 1.5 -239]]
8085,"[[174 0.5 -145]
 [131 0.5 -169]
 [104 0.5 -84]
 [147 0.5 -75]]","[[149 17.5 -151]
 [93 17.5 -173]
 [140 17.5 -75]]",[[1 0.5 -11]],[],[],[]
8086,"[[128 0.5 -76]
 [131 0.5 -146]]","[[141 4.5 -140]
 [127 4.5 -146]
 [155 4.5 -115]
 [180 4.5 -188]]",[],[],[[21 0.5 -237]],[[242 1.5 -240]]
8087,"[[132 0.5 -114]
 [142 0.5 -95]]","[[131 18.5 -128]
 [57 18.5 -213]]",[[24 0.5 -12]],[],[],[]
8088,"[[94 0.5 -132]
 [168 0.5 -165]
 [129 0.5 -162]]","[[91 7.5 -145]
 [171 7.5 -166]
 [57 7.5 -213]]",[],[],[],[]
8089,"[[132 0.5 -136]
 [132 0.5 -172]
 [128 0.5 -139]]","[[168 14.5 -166]
 [166 14.5 -157]
 [156 14.5 -92]
 [178 14.5 -65]
 [235 14.5 0]]",[],[],[[18 0.5 -13]],[[30 1.5 -191]]
8090,"[[135 0.5 -135]
 [114 0.5 -141]]","[[115 2.5 -84]
 [176 2.5 -66]]",[[20 0.5 -234]],[],[],[[6 1.5 -242]]
8091,"[[88 0.5 -127]
 [159 0.5 -149]]","[[162 18.5 -128]
 [89 18.5 -137]
 [220 18.5 -28]]",[],[],[],[]
8092,"[[144 0.5 -167]
 [118 0.5 -156]
 [137 0.5 -170]]","[[94 4.5 -122]
 [197 4.5 -183]]",[],[],[[2 0.5 -5]],[]
8093,"[[118 0.5 -141]
 [108 0.5 -108]]","[[101 10.5 -172]
 [94 10.5 -139]
 [68 10.5 -66]]",[[249 0.5 -229]],[[227 1.0 -243]],[[14 0.5 -246]],[]
8094,"[[173 0.5 -165]
 [115 0.5 -104]
 [91 0.5 -168]]","[[150 19.5 -151]
 [115 19.5 -119]
 [159 19.5 -78]
 [66 19.5 -26]]",[],[],[],[]
8095,"[[123 0.5 -117]
 [109 0.5 -98]
 [122 0.5 -171]]",[[102 8.5 -160]],[],[],[],[]
8096,"[[139 0.5 -109]
 [170 0.5 -78]]",[[168 16.5 -93]],[[24 0.5 -10]],[],[],[[9 1.5 -226]]
8097,"[[144 0.5 -158]
 [123 0.5 -157]
 [117 0.5 -104]]",[[102 13.5 -157]],[[237 0.5 -238]],[[13 1.0 -15]],[],[]
8098,"[[102 0.5 -110]
 [116 0.5 -123]
 [149 0.5 -84]]","[[118 8.5 -143]
 [39 8.5 -180]]",[],[],[[4 0.5 -242]],[]
8099,"[[81 0.5 -88]
 [120 0.5 -90]
 [62 0.5 -41]]","[[161 17.5 -156]
 [146 17.5 -99]
 [200 17.5 -34]]",[[233 0.5 -16]],[],[[230 0.5 -228]],[]
8100,"[[149 0.5 -78]
 [113 0.5 -170]
 [144 0.5 -97]
 [172 0.5 -103]]","[[110 13.5 -96]
 [92 13.5 -150]
 [205 13.5 -74]]",[],[],[],[]
8101,"[[150 0.5 -169]
 [132 0.5 -148]
 [189 0.5 -182]]","[[171 3.5 -123]
 [111 3.5 -170]
 [96 3.5 -81]
 [195 3.5 -176]]",[[2 0.5 -8]],[],[],[]
8102,"[[119 0.5 -169]
 [98 0.5 -158]
 [37 0.5 -51]]","[[119 14.5 -135]
 [76 14.5 -171]
 [110 14.5 -103]
 [193 14.5 -176]]",[[244 0.5 -22]],[],[],[]
8103,"[[90 0.5 -148]
 [144 0.5 -87]]",[[160 1.5 -162]],[],[],[],[]
8104,"[[75 0.5 -173]
 [169 0.5 -165]
 [89 0.5 -170]]","[[160 16.5 -150]
 [75 16.5 -141]
 [99 16.5 -79]
 [198 16.5 -212]]",[[185 0.5 -200]],[],[],[]
8105,"[[162 0.5 -153]
 [117 0.5 -111]
 [134 0.5 -83]]","[[153 16.5 -153]
 [88 16.5 -157]
 [114 16.5 -171]]",[],[],[[233 0.5 -236]],[]
8106,"[[156 0.5 -95]
 [111 0.5 -169]
 [62 0.5 -203]]","[[152 11.5 -131]
 [133 11.5 -118]]",[],[],[],[]
8107,"[[172 0.5 -77]
 [79 0.5 -143]]","[[93 2.5 -116]
 [85 2.5 -135]
 [156 2.5 -157]
 [219 2.5 -69]]",[],[],[],[]
8108,"[[104 0.5 -138]
 [144 0.5 -98]
 [83 0.5 -80]]",[[104 11.5 -86]],[[15 0.5 -14]],[[5 1.0 -239]],[],[]
8109,"[[129 0.5 -96]
 [96 0.5 -90]
 [107 0.5 -173]
 [165 0.5 -132]]","[[137 5.5 -118]
 [86 5.5 -153]
 [135 5.5 -139]]",[[241 0.5 -4]],[],[],[]
8110,"[[145 0.5 -156]
 [140 0.5 -131]]","[[160 14.5 -132]
 [118 14.5 -113]
 [160 14.5 -174]]",[[23 0.5 0]],[],[],[[37 1.5 -38]]
8111,"[[174 0.5 -141]
 [86 0.5 -128]]","[[174 15.5 -128]
 [99 15.5 -98]
 [71 15.5 -68]]",[],[],[],[]
8112,"[[100 0.5 -152]
 [95 0.5 -157]]","[[134 5.5 -134]
 [115 5.5 -80]
 [191 5.5 -181]]",[[230 0.5 -11]],[],[],[[199 1.5 -46]]
8113,"[[81 0.5 -115]
 [88 0.5 -138]
 [123 0.5 -99]]","[[168 19.5 -143]
 [170 19.5 -86]
 [197 19.5 -51]]",[],[],[],[[237 1.5 -20]]
8114,"[[145 0.5 -161]
 [112 0.5 -141]
 [121 0.5 -109]]","[[99 3.5 -108]
 [122 3.5 -84]
 [150 3.5 -161]]",[],[],[],[]
8115,"[[143 0.5 -128]
 [152 0.5 -140]
 [154 0.5 -141]]","[[169 14.5 -123]
 [148 14.5 -91]
 [139 14.5 -167]
 [239 14.5 -244]]",[],[],[],[]
8116,"[[118 0.5 -101]
 [97 0.5 -174]]","[[95 18.5 -83]
 [38 18.5 -205]]",[],[],[],[]
8117,"[[174 0.5 -120]
 [171 0.5 -161]]","[[121 5.5 -119]
 [218 5.5 -66]]",[],[],[[215 0.5 -55]],[]
8118,"[[146 0.5 -141]
 [158 0.5 -109]
 [122 0.5 -143]]",[[88 14.5 -107]],[],[],[],[[5 1.5 -15]]
8119,"[[167 0.5 -96]
 [165 0.5 -100]]","[[113 14.5 -144]
 [62 14.5 -59]]",[],[],[],[]
8120,"[[103 0.5 -104]
 [173 0.5 -148]]","[[133 2.5 -104]
 [64 2.5 -190]]",[],[],[[34 0.5 -201]],[]
8121,"[[108 0.5 -114]
 [149 0.5 -164]]","[[119 1.5 -98]
 [187 1.5 -31]
 [2 1.5 -12]]",[],[],[],[[223 1.5 -193]]
8122,"[[137 0.5 -143]
 [135 0.5 -118]
 [84 0.5 -130]
 [168 0.5 -76]]","[[164 16.5 -101]
 [128 16.5 -141]
 [203 16.5 -206]]",[],[],[],[[203 1.5 -36]]
8123,"[[156 0.5 -174]
 [157 0.5 -171]]","[[152 3.5 -135]
 [223 3.5 -198]]",[[241 0.5 -16]],[],[],[]
8124,"[[147 0.5 -122]
 [127 0.5 -156]
 [76 0.5 -78]]","[[91 11.5 -79]
 [131 11.5 -114]]",[],[],[],[]
8125,"[[149 0.5 -144]
 [131 0.5 -146]
 [114 0.5 -103]
 [116 0.5 -123]]",[[130 6.5 -88]],[],[],[],[]
8126,"[[169 0.5 -173]
 [172 0.5 -83]
 [128 0.5 -159]
 [172 0.5 -160]
 [69 0.5 -189]]",[[109 16.5 -75]],[],[],[],[]
8127,"[[82 0.5 -163]
 [90 0.5 -79]
 [143 0.5 -153]]","[[79 12.5 -95]
 [128 12.5 -102]
 [79 12.5 -129]
 [188 12.5 -219]]",[[1 0.5 -9]],[[5 1.0 -10]],[],[]
8128,"[[113 0.5 -151]
 [99 0.5 -119]]","[[115 14.5 -169]
 [172 14.5 -121]
 [194 14.5 -213]]",[],[],[],[]
8129,"[[110 0.5 -141]
 [95 0.5 -93]]","[[163 15.5 -97]
 [101 15.5 -119]]",[],[],[],[]
8130,"[[163 0.5 -83]
 [133 0.5 -93]
 [95 0.5 -103]]","[[139 12.5 -102]
 [115 12.5 -139]
 [75 12.5 -163]]",[],[],[],[[46 1.5 -65]]
8131,"[[150 0.5 -96]
 [128 0.5 -78]]","[[128 15.5 -87]
 [219 15.5 -47]]",[[21 0.5 -7]],[],[],[]
8132,"[[137 0.5 -93]
 [101 0.5 -117]]","[[114 2.5 -84]
 [68 2.5 -70]]",[[249 0.5 -242]],[],[],[]
8133,"[[172 0.5 -146]
 [104 0.5 -150]]","[[99 0.5 -158]
 [166 0.5 -106]
 [89 0.5 -93]]",[[245 0.5 -238]],[],[],[]
8134,"[[166 0.5 -162]
 [88 0.5 -84]
 [112 0.5 -116]
 [171 0.5 -145]]",[[138 0.5 -106]],[],[],[],[]
8135,"[[130 0.5 -169]
 [146 0.5 -113]
 [51 0.5 -183]]",[[143 19.5 -120]],[[20 0.5 -228]],[],[],[]
8136,"[[140 0.5 -172]
 [76 0.5 -89]
 [91 0.5 -119]]","[[171 0.5 -99]
 [102 0.5 -121]
 [184 0.5 -70]]",[],[],[],[]
8137,"[[91 0.5 -89]
 [84 0.5 -145]]",[[123 9.5 -128]],[[246 0.5 -9]],[],[],[]
8138,"[[150 0.5 -80]
 [120 0.5 -140]
 [147 0.5 -137]]","[[154 13.5 -91]
 [128 13.5 -132]
 [146 13.5 -161]
 [184 13.5 -31]]",[],[],[],[]
8139,"[[141 0.5 -165]
 [131 0.5 -161]
 [99 0.5 -131]]",[[85 18.5 -117]],[[241 0.5 -239]],[],[],[]
8140,"[[79 0.5 -105]
 [84 0.5 -101]]","[[168 19.5 -133]
 [194 19.5 -71]]",[[18 0.5 -19]],[],[],[]
8141,"[[166 0.5 -104]
 [109 0.5 -97]
 [117 0.5 -138]]","[[148 11.5 -112]
 [143 11.5 -109]
 [157 11.5 -122]
 [199 11.5 -194]]",[],[],[[241 0.5 -236]],[]
8142,"[[138 0.5 -87]
 [99 0.5 -90]
 [84 0.5 -139]]","[[171 0.5 -97]
 [107 0.5 -129]
 [132 0.5 -151]]",[],[],[],[]
8143,"[[153 0.5 -85]
 [127 0.5 -118]
 [84 0.5 -150]]",[[90 9.5 -91]],[],[],[],[]
8144,"[[165 0.5 -167]
 [108 0.5 -155]
 [150 0.5 -135]]","[[162 5.5 -174]
 [77 5.5 -81]
 [192 5.5 -74]]",[],[],[],[]
8145,"[[122 0.5 -88]
 [106 0.5 -109]]","[[119 13.5 -171]
 [165 13.5 -157]]","[[44 0.5 -32]
 [16 0.5 -238]]",[],[],[]
8146,"[[167 0.5 -130]
 [77 0.5 -168]
 [55 0.5 -40]]","[[174 12.5 -87]
 [115 12.5 -132]]",[],[[15 1.0 -1]],[],[[6 1.5 -242]]
8147,"[[169 0.5 -144]
 [86 0.5 -167]]","[[91 12.5 -136]
 [46 12.5 -67]]",[],[],[],[]
8148,"[[144 0.5 -147]
 [151 0.5 -89]]","[[156 5.5 -118]
 [159 5.5 -159]
 [168 5.5 -172]]",[],[],[],[]
8149,"[[137 0.5 -80]
 [99 0.5 -84]]","[[174 6.5 -171]
 [129 6.5 -81]
 [36 6.5 -73]]",[[233 0.5 -230]],[[234 1.0 -241]],[],[]
8150,"[[120 0.5 -94]
 [159 0.5 -139]
 [138 0.5 -105]
 [171 0.5 -136]]",[[85 2.5 -101]],[[3 0.5 -243]],[],[],[]
8151,"[[90 0.5 -169]
 [106 0.5 -132]
 [89 0.5 -123]]","[[130 9.5 -80]
 [171 9.5 -109]]",[],[],[[22 0.5 -249]],[]
8152,"[[114 0.5 -149]
 [123 0.5 -120]
 [168 0.5 -121]]",[[107 16.5 -139]],[],[],[[233 0.5 -233]],[]
8153,"[[120 0.5 -156]
 [89 0.5 -114]
 [107 0.5 -92]]","[[101 15.5 -157]
 [179 15.5 -188]]",[[249 0.5 -232]],[],[],[]
8154,"[[103 0.5 -133]
 [156 0.5 -86]
 [77 0.5 -105]]","[[101 3.5 -146]
 [140 3.5 -116]
 [157 3.5 -137]
 [192 3.5 -189]]",[[232 0.5 -226]],[],[],[]
8155,"[[119 0.5 -77]
 [171 0.5 -147]
 [96 0.5 -105]]","[[86 13.5 -115]
 [38 13.5 -214]]",[],[],[],[[63 1.5 -180]]
8156,"[[141 0.5 -89]
 [105 0.5 -137]]","[[145 2.5 -158]
 [78 2.5 -81]
 [214 2.5 -212]]",[],[],[],[]
8157,"[[97 0.5 -130]
 [104 0.5 -157]
 [164 0.5 -100]
 [107 0.5 -91]
 [66 0.5 -197]]","[[144 19.5 -87]
 [68 19.5 -176]]",[],[],[],[[57 1.5 -60]]
8158,"[[170 0.5 -79]
 [146 0.5 -150]
 [144 0.5 -104]
 [73 0.5 -62]]",[[119 4.5 -115]],[],[],[],[[196 1.5 -193]]
8159,"[[89 0.5 -80]
 [152 0.5 -81]
 [139 0.5 -118]
 [107 0.5 -91]]","[[105 7.5 -130]
 [76 7.5 -151]]",[],[],[],[]
8160,"[[129 0.5 -160]
 [78 0.5 -138]
 [25 0.5 -35]]","[[81 15.5 -171]
 [105 15.5 -102]
 [103 15.5 -84]
 [71 15.5 -180]]",[[24 0.5 -3]],[],[],[[188 1.5 -195]]
8161,"[[153 0.5 -95]
 [166 0.5 -84]]","[[153 3.5 -107]
 [155 3.5 -158]
 [115 3.5 -168]]",[[20 0.5 -242]],[],[[40 0.5 -74]],[]
8162,"[[86 0.5 -99]
 [166 0.5 -131]
 [146 0.5 -145]]","[[109 3.5 -163]
 [70 3.5 -70]]",[],[],[],[]
8163,"[[114 0.5 -98]
 [138 0.5 -87]
 [148 0.5 -121]]","[[121 18.5 -99]
 [102 18.5 -111]
 [102 18.5 -165]
 [45 18.5 -44]]",[],[],[],[]
8164,"[[93 0.5 -91]
 [164 0.5 -108]
 [120 0.5 -80]
 [153 0.5 -98]]","[[156 1.5 -94]
 [36 1.5 -197]
 [242 1.5 -4]]",[[2 0.5 -231]],[],[[241 0.5 0]],[]
8165,"[[171 0.5 -137]
 [148 0.5 -101]
 [96 0.5 -85]
 [136 0.5 -109]]","[[115 12.5 -129]
 [171 12.5 -79]
 [189 12.5 -191]]",[],[],[],[]
8166,"[[140 0.5 -101]
 [87 0.5 -151]
 [112 0.5 -109]]","[[76 19.5 -174]
 [149 19.5 -105]]",[],[],[],[]
8167,"[[155 0.5 -141]
 [79 0.5 -157]]",[[117 13.5 -156]],[],[],[],[]
8168,"[[130 0.5 -92]
 [170 0.5 -77]]",[[160 16.5 -162]],[],[],[],[]
8169,"[[85 0.5 -91]
 [89 0.5 -116]]","[[105 1.5 -128]
 [96 1.5 -88]
 [95 1.5 -157]]",[],[],[],[]
8170,"[[170 0.5 -105]
 [102 0.5 -91]]","[[94 3.5 -121]
 [38 3.5 -70]]",[],[],[],[]
8171,"[[152 0.5 -164]
 [88 0.5 -87]]","[[132 15.5 -161]
 [113 15.5 -128]
 [117 15.5 -120]]",[[3 0.5 -248]],[],[],[]
8172,"[[139 0.5 -164]
 [157 0.5 -158]]",[[165 17.5 -147]],[],[],[],[]
8173,"[[113 0.5 -80]
 [110 0.5 -103]]","[[174 11.5 -114]
 [78 11.5 -139]
 [202 11.5 -191]]",[[18 0.5 0]],[],[],[]
8174,"[[82 0.5 -138]
 [168 0.5 -115]]","[[120 5.5 -120]
 [90 5.5 -88]]",[[249 0.5 -6]],[],[],[]
8175,"[[87 0.5 -99]
 [99 0.5 -161]
 [163 0.5 -91]]","[[105 14.5 -129]
 [140 14.5 -128]]",[[249 0.5 -236]],[],[],[]
8176,"[[114 0.5 -156]
 [135 0.5 -94]
 [162 0.5 -166]]","[[146 13.5 -90]
 [122 13.5 -165]
 [221 13.5 -53]]",[],[],[],[]
8177,"[[102 0.5 -149]
 [91 0.5 -105]]","[[97 3.5 -115]
 [195 3.5 -179]]",[[6 0.5 0]],[],[],[]
8178,"[[80 0.5 -162]
 [139 0.5 -81]
 [96 0.5 -83]]","[[82 7.5 -153]
 [36 7.5 -196]]",[[234 0.5 -8]],[[5 1.0 -3]],[],[]
8179,"[[128 0.5 -140]
 [148 0.5 -161]
 [91 0.5 -120]
 [134 0.5 -150]]","[[165 13.5 -83]
 [87 13.5 -112]
 [174 13.5 -77]
 [214 13.5 -57]
 [232 13.5 -244]]",[],[],[],[]
8180,"[[166 0.5 -139]
 [158 0.5 -79]]",[[86 19.5 -154]],[],[],[],[]
8181,"[[173 0.5 -162]
 [76 0.5 -146]]","[[92 16.5 -98]
 [89 16.5 -163]
 [67 16.5 -224]]",[[10 0.5 -233]],[],[],[[218 1.5 -179]]
8182,"[[116 0.5 -113]
 [98 0.5 -157]]","[[171 2.5 -105]
 [82 2.5 -92]]",[],[],[],[]
8183,"[[114 0.5 -162]
 [165 0.5 -99]]",[[130 14.5 -168]],[],[],[],[]
8184,"[[162 0.5 -152]
 [134 0.5 -81]
 [47 0.5 -55]]","[[127 1.5 -83]
 [65 1.5 -25]]",[[14 0.5 -235]],[],[],[]
8185,"[[128 0.5 -106]
 [93 0.5 -161]]","[[164 18.5 -130]
 [97 18.5 -121]
 [184 18.5 -203]]",[],[[234 1.0 -24]],[],[]
8186,"[[115 0.5 -85]
 [99 0.5 -160]
 [27 0.5 -41]]",[[138 6.5 -171]],[],[],[],[]
8187,"[[149 0.5 -84]
 [111 0.5 -111]
 [93 0.5 -134]]","[[112 2.5 -83]
 [213 2.5 -41]]",[[247 0.5 -239]],[],[[248 0.5 -7]],[]
8188,"[[170 0.5 -120]
 [137 0.5 -148]
 [114 0.5 -93]]","[[133 15.5 -137]
 [110 15.5 -78]
 [213 15.5 -176]]",[],[],[],[]
8189,"[[115 0.5 -103]
 [78 0.5 -86]
 [139 0.5 -165]]","[[77 18.5 -167]
 [68 18.5 -186]]",[[242 0.5 -8]],[],[[231 0.5 -15]],[]
8190,"[[155 0.5 -79]
 [142 0.5 -85]]","[[155 11.5 -134]
 [79 11.5 -103]
 [26 11.5 -201]]",[],[],[],[]
8191,"[[102 0.5 -91]
 [98 0.5 -156]
 [106 0.5 -169]
 [87 0.5 -112]]","[[79 10.5 -109]
 [236 10.5 -233]]",[[196 0.5 -74]],[],[],[]
8192,"[[132 0.5 -118]
 [79 0.5 -145]
 [91 0.5 -145]]","[[114 1.5 -130]
 [170 1.5 -113]
 [58 1.5 -208]]",[],[],[],[]
8193,"[[110 0.5 -151]
 [110 0.5 -83]
 [160 0.5 -153]
 [138 0.5 -93]]",[[158 6.5 -95]],[],[],[],[]
8194,"[[97 0.5 -100]
 [168 0.5 -97]
 [143 0.5 -128]
 [100 0.5 -97]]","[[80 6.5 -167]
 [84 6.5 -101]]",[],[],[],[]
8195,"[[84 0.5 -169]
 [91 0.5 -92]]","[[164 3.5 -151]
 [114 3.5 -166]
 [127 3.5 -112]
 [180 3.5 -220]]",[],[[227 1.0 -245]],[],[]
8196,"[[163 0.5 -163]
 [98 0.5 -82]]",[[91 3.5 -104]],[[232 0.5 -228]],[],[],[]
8197,"[[159 0.5 -133]
 [81 0.5 -156]]","[[159 4.5 -83]
 [80 4.5 -82]
 [42 4.5 -197]]",[[238 0.5 -12]],[],[],[]
8198,"[[77 0.5 -133]
 [163 0.5 -127]
 [159 0.5 -120]]","[[133 17.5 -114]
 [170 17.5 -102]
 [37 17.5 -217]]",[],[],[],[]
8199,"[[101 0.5 -84]
 [170 0.5 -87]
 [105 0.5 -120]
 [31 0.5 -207]]","[[97 2.5 -137]
 [93 2.5 -129]
 [145 2.5 -156]
 [181 2.5 -41]]",[],[],[[14 0.5 -2]],[]
8200,"[[78 0.5 -151]
 [122 0.5 -138]
 [85 0.5 -100]
 [94 0.5 -94]]","[[108 19.5 -87]
 [106 19.5 -143]
 [40 19.5 -31]]",[],[],[],[]
8201,"[[121 0.5 -116]
 [102 0.5 -159]
 [133 0.5 -139]
 [75 0.5 -139]]","[[174 18.5 -91]
 [131 18.5 -167]]",[],[],[],[]
8202,"[[77 0.5 -76]
 [156 0.5 -99]]","[[129 2.5 -156]
 [144 2.5 -174]]",[],[],[[220 0.5 -56]],[[192 1.5 -182]]
8203,"[[137 0.5 -169]
 [133 0.5 -136]
 [148 0.5 -167]]","[[140 2.5 -142]
 [211 2.5 -54]]",[[7 0.5 -244]],[],[],[]
8204,"[[80 0.5 -146]
 [154 0.5 -157]
 [106 0.5 -141]
 [94 0.5 -80]]","[[109 17.5 -154]
 [167 17.5 -79]
 [178 17.5 -223]]",[],[],[],[]
8205,"[[96 0.5 -150]
 [171 0.5 -86]
 [192 0.5 -53]]",[[101 15.5 -96]],[],[[249 1.0 -245]],[],[]
8206,"[[160 0.5 -174]
 [98 0.5 -163]
 [135 0.5 -153]]","[[138 12.5 -100]
 [79 12.5 -112]
 [74 12.5 -176]
 [231 12.5 -240]]",[],[],[],[]
8207,"[[104 0.5 -98]
 [167 0.5 -99]
 [165 0.5 -161]
 [112 0.5 -105]]","[[142 19.5 -115]
 [122 19.5 -123]
 [200 19.5 -53]]",[],[],[[247 0.5 -228]],[]
8208,"[[101 0.5 -135]
 [88 0.5 -168]
 [160 0.5 -138]]","[[170 18.5 -98]
 [87 18.5 -140]]",[],[],[],[]
8209,"[[107 0.5 -138]
 [91 0.5 -150]]","[[79 14.5 -78]
 [171 14.5 -121]
 [166 14.5 -131]]",[[205 0.5 -219]],[],[],[]
8210,"[[138 0.5 -153]
 [133 0.5 -79]
 [173 0.5 -94]
 [183 0.5 -25]]","[[134 9.5 -120]
 [156 9.5 -86]
 [149 9.5 -167]
 [56 9.5 -25]]",[[226 0.5 -229]],[],[],[]
8211,"[[138 0.5 -145]
 [77 0.5 -151]
 [158 0.5 -105]]","[[171 3.5 -78]
 [105 3.5 -108]
 [47 3.5 -61]]",[[1 0.5 -17]],[[236 1.0 -244]],[],[]
8212,"[[83 0.5 -91]
 [155 0.5 -81]]","[[146 19.5 -163]
 [197 19.5 -221]]",[[8 0.5 -18]],[],[],[]
8213,"[[76 0.5 -101]
 [147 0.5 -158]]","[[168 3.5 -99]
 [159 3.5 -123]]",[[9 0.5 -234]],[],[],[[214 1.5 -199]]
8214,"[[159 0.5 -173]
 [83 0.5 -77]]","[[150 1.5 -129]
 [131 1.5 -102]
 [147 1.5 -119]]",[[18 0.5 -229]],[],[],[]
8215,"[[95 0.5 -113]
 [137 0.5 -142]]","[[138 0.5 -94]
 [172 0.5 -87]
 [40 0.5 -181]]",[[47 0.5 -217]],[],[],[]
8216,"[[111 0.5 -121]
 [171 0.5 -133]]","[[101 13.5 -151]
 [94 13.5 -110]
 [141 13.5 -150]
 [187 13.5 -28]]",[],[],[],[]
8217,"[[154 0.5 -118]
 [130 0.5 -160]]","[[114 18.5 -85]
 [149 18.5 -98]
 [146 18.5 -83]
 [211 18.5 -31]]",[],[],[],[]
8218,"[[141 0.5 -105]
 [88 0.5 -95]
 [83 0.5 -116]]",[[92 9.5 -155]],[[4 0.5 -240]],[],[[235 0.5 -7]],[]
8219,"[[99 0.5 -162]
 [167 0.5 -90]]","[[155 12.5 -102]
 [168 12.5 -168]]",[[241 0.5 -3]],[],[],[]
8220,"[[96 0.5 -91]
 [77 0.5 -134]
 [86 0.5 -166]]","[[157 3.5 -165]
 [92 3.5 -170]]",[],[],[],[[178 1.5 -199]]
8221,"[[92 0.5 -134]
 [146 0.5 -147]
 [164 0.5 -157]]","[[102 0.5 -96]
 [213 0.5 -202]]",[],[],[],[]
8222,"[[131 0.5 -131]
 [110 0.5 -110]]",[[170 16.5 -121]],[],[[249 1.0 -15]],[[58 0.5 -190]],[]
8223,"[[122 0.5 -111]
 [144 0.5 -129]]",[[79 14.5 -120]],[],[],[],[]
8224,"[[132 0.5 -160]
 [136 0.5 -91]
 [89 0.5 -128]]","[[157 4.5 -89]
 [171 4.5 -136]]","[[36 0.5 -25]
 [9 0.5 -24]]",[],[],[]
8225,"[[106 0.5 -114]
 [141 0.5 -161]
 [79 0.5 -148]
 [41 0.5 -58]]","[[114 7.5 -94]
 [158 7.5 -81]
 [110 7.5 -82]
 [42 7.5 -188]]",[[47 0.5 -209]],[],[],[]
8226,"[[111 0.5 -154]
 [165 0.5 -134]
 [101 0.5 -81]
 [129 0.5 -142]
 [61 0.5 -56]]",[[89 16.5 -171]],[],[],[],[]
8227,"[[79 0.5 -140]
 [102 0.5 -143]
 [107 0.5 -117]]","[[129 6.5 -170]
 [162 6.5 -127]]",[[227 0.5 -8]],[],[],[]
8228,"[[161 0.5 -132]
 [122 0.5 -118]
 [156 0.5 -110]]","[[146 4.5 -136]
 [104 4.5 -149]]",[],[],[],[]
8229,"[[167 0.5 -159]
 [78 0.5 -159]]","[[133 4.5 -161]
 [85 4.5 -79]
 [123 4.5 -123]]",[[0 0.5 -234]],[],[],[[228 1.5 -13]]
8230,"[[79 0.5 -141]
 [92 0.5 -166]]","[[106 0.5 -90]
 [151 0.5 -174]]",[],[],[],[]
8231,"[[129 0.5 -105]
 [148 0.5 -117]
 [109 0.5 -75]]",[[84 2.5 -84]],[],[],[],[]
8232,"[[80 0.5 -137]
 [83 0.5 -135]]","[[162 19.5 -168]
 [146 19.5 -160]]",[],[],[],[[222 1.5 -36]]
8233,"[[164 0.5 -75]
 [162 0.5 -165]
 [88 0.5 -110]]","[[131 12.5 -105]
 [105 12.5 -85]]",[[249 0.5 -234]],[],[],[]
8234,"[[95 0.5 -98]
 [146 0.5 -153]]",[[101 3.5 -81]],[],[],[],[]
8235,"[[138 0.5 -84]
 [77 0.5 -153]]","[[149 18.5 -78]
 [151 18.5 -113]
 [81 18.5 -104]]",[[73 0.5 -47]],[],[],[[54 1.5 -42]]
8236,"[[161 0.5 -79]
 [156 0.5 -105]]","[[138 2.5 -103]
 [113 2.5 -169]
 [220 2.5 -176]]",[],[],[],[]
8237,"[[107 0.5 -88]
 [102 0.5 -132]]","[[160 1.5 -127]
 [118 1.5 -91]]",[],[],[],[[4 1.5 -237]]
8238,"[[100 0.5 -109]
 [93 0.5 -113]
 [84 0.5 -127]
 [130 0.5 -159]]",[[88 16.5 -89]],[],[],[[180 0.5 -30]],[]
8239,"[[82 0.5 -119]
 [146 0.5 -147]]","[[93 12.5 -97]
 [157 12.5 -76]
 [166 12.5 -150]
 [208 12.5 -56]]",[[203 0.5 -52]],[],[],[]
8240,"[[104 0.5 -154]
 [103 0.5 -77]
 [101 0.5 -160]
 [91 0.5 -115]]","[[152 13.5 -161]
 [26 13.5 -65]]",[[9 0.5 -15]],[],[],[]
8241,"[[86 0.5 -164]
 [174 0.5 -83]]","[[173 19.5 -143]
 [63 19.5 -194]]",[],[],[],[]
8242,"[[115 0.5 -106]
 [155 0.5 -123]
 [142 0.5 -138]]",[[101 10.5 -115]],[],[],[],[]
8243,"[[145 0.5 -169]
 [145 0.5 -81]
 [119 0.5 -123]
 [118 0.5 -114]]","[[131 1.5 -83]
 [31 1.5 -200]]",[[247 0.5 -230]],[],[],[]
8244,"[[117 0.5 -152]
 [130 0.5 -147]
 [134 0.5 -93]]","[[155 11.5 -157]
 [76 11.5 -117]
 [232 11.5 -7]]",[[25 0.5 -201]],[],[[2 0.5 -239]],[]
